,invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id,date_key,day_of_week,month,year,quarter,is_holiday,first_name,last_name,gender,age,dob,email,phone_number,is_churned,days_since_last_purchase,tenure,discount_used,last_purchase_date,purchase_frequency,avg_purchase_value,shopping_mall,city,province_state,country,payment_method,card_type,Unnamed: 3
4763,104763,Hair Care,Hair Oil,1,18.42,13,616,2024-03-09,2,2024-03-09,Saturday,March,2024,2024Q1,1,Jane,Berry,Male,69.0,1955-03-15,katiesweeney@gmail.com,001-666-046-5551x616,1.0,1408.0,4.0,0.0,2023-01-09,48.0,96.6,The Grove,Los Angeles,California,US,Credit Card - MasterCard,MasterCard,
4764,104764,Hair Care,Conditioner,1,37.95,55,929,2022-03-07,7,2022-03-07,Monday,March,2022,2022Q1,0,Bethany,Callahan,Female,38.0,1986-10-12,patriciadavis@williams-wyatt.com,+1-122-113-5867x52366,0.0,1717.0,9.0,0.0,2024-11-13,33.0,457.98,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Cash,,
4765,104765,Oral Care,Toothpaste,3,4.78,5,244,2024-06-24,4,2024-06-24,Monday,June,2024,2024Q2,0,Shane,Morris,Male,52.0,1972-08-30,adam83@yahoo.com,001-369-535-6015,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36,King of Prussia Mall,Philadelphia,Pennsylvania,US,Debit Card - Visa,Visa,
4766,104766,Body Care and Hygiene,Hand Sanitizer,1,29.26,8,906,2023-03-06,5,2023-03-06,Monday,March,2023,2023Q1,0,Michael,Campbell,Male,30.0,1994-08-30,maysjason@brown.com,+1-095-327-7007x89861,0.0,539.0,6.0,1.0,2022-08-04,36.0,304.83,Bluewater Shopping Centre,Dartford,Kent,UK,Debit Card - MasterCard,MasterCard,
4767,104767,Hair Care,Shampoo,3,49.53,10,966,2023-03-13,3,2023-03-13,Monday,March,2023,2023Q1,0,Shannon,Freeman,Other,69.0,1955-02-28,wintersandrew@hotmail.com,(987)208-8747x673,1.0,245.0,4.0,1.0,2020-05-08,9.0,235.86,South Coast Plaza,Costa Mesa,California,US,Credit Card - AMEX,AMEX,
4768,104768,Skin Care,Face Wash,1,47.99,34,512,2022-12-17,10,2022-12-17,Saturday,December,2022,2022Q4,1,Michael,Clark,Female,25.0,1999-03-18,barnesjaime@adams.com,2190332680,1.0,1739.0,2.0,0.0,2024-03-30,22.0,186.55,The Shops at Columbus Circle,New York,New York,US,Google Pay,,
4769,104769,Hair Care,Shampoo,3,13.74,27,441,2022-10-24,4,2022-10-24,Monday,October,2022,2022Q4,0,Willie,Wyatt,Other,25.0,2000-01-20,slewis@gmail.com,1162973455,1.0,374.0,7.0,1.0,2023-08-07,30.0,260.45,Oakbrook Center,Oak Brook,Illinois,US,Debit Card - Visa,Visa,
4770,104770,Hair Care,Hair Oil,2,12.17,56,814,2023-12-10,1,2023-12-10,Sunday,December,2023,2023Q4,1,Jessica,Gutierrez,Male,18.0,2006-05-27,lkennedy@fox-williams.com,001-301-396-0133x7637,1.0,130.0,7.0,0.0,2021-12-12,33.0,238.06,The Mall in Columbia,Columbia,Maryland,US,Credit Card - Visa,Visa,
4771,104771,Skin Care,Face Wash,3,22.72,4,306,2020-05-11,7,2020-05-11,Monday,May,2020,2020Q2,0,Robin,Johnson,Female,22.0,2002-06-06,shannon72@hudson-fields.com,001-222-614-6695x4812,0.0,120.0,5.0,0.0,2020-06-14,15.0,412.74,Trafford Centre,Manchester,England,UK,Cash,,
4772,104772,Oral Care,Toothpaste,2,15.94,21,650,2025-02-09,10,2025-02-09,Sunday,February,2025,2025Q1,1,Patricia,Wright,Other,64.0,1960-08-03,ronaldbennett@hotmail.com,715-867-9527,0.0,308.0,9.0,0.0,2024-10-19,7.0,166.75,Fashion Show Mall,Las Vegas,Nevada,US,Google Pay,,
4773,104773,Skin Care,Lip Balm,4,13.77,6,203,2024-10-05,1,2024-10-05,Saturday,October,2024,2024Q4,1,Jared,Berry,Female,44.0,1980-06-30,isaiahrodriguez@hotmail.com,464.061.7156x51741,0.0,586.0,3.0,0.0,2023-09-01,39.0,235.62,Aventura Mall,Miami,Florida,US,Credit Card - Visa,Visa,
4774,104774,Hair Care,Hair Oil,2,23.71,17,296,2023-03-22,4,2023-03-22,Wednesday,March,2023,2023Q1,0,Mark,Choi,Male,41.0,1983-06-20,ronaldcisneros@hotmail.com,620-941-7128,1.0,1514.0,9.0,1.0,2022-07-29,45.0,10.14,Lakeside Shopping Centre,Thurrock,Essex,UK,Debit Card - Visa,Visa,
4775,104775,Skin Care,Lip Balm,1,41.37,53,847,2022-11-05,4,2022-11-05,Saturday,November,2022,2022Q4,1,Theresa,Mcdonald,Male,39.0,1985-07-11,munoztimothy@wolfe-hale.info,+1-304-928-6393x8779,0.0,576.0,2.0,0.0,2020-07-08,18.0,251.37,SouthPark,Charlotte,North Carolina,US,Debit Card - Visa,Visa,
4776,104776,Hair Care,Hair Oil,4,33.19,26,286,2023-06-04,7,2023-06-04,Sunday,June,2023,2023Q2,1,Amanda,Hill,Male,54.0,1970-06-25,chrislin@cantrell-payne.biz,937.971.5788x35375,0.0,866.0,7.0,0.0,2020-06-17,27.0,196.23,Easton Town Center,Columbus,Ohio,US,Cash,,
4777,104777,Body Care and Hygiene,Body Lotion,3,10.37,14,138,2021-08-19,9,2021-08-19,Thursday,August,2021,2021Q3,0,Kenneth,White,Female,57.0,1967-12-19,gilmoredavid@franklin.net,+1-398-768-4633x9088,1.0,26.0,6.0,0.0,2021-02-03,12.0,400.49,Westfield Stratford City,London,England,UK,Apple Pay,,
4778,104778,Skin Care,Face Wash,4,90.13,7,135,2022-09-03,4,2022-09-03,Saturday,September,2022,2022Q3,1,Cindy,Johnson,Male,63.0,1961-05-06,virginiabates@miller.biz,7488059835,0.0,233.0,8.0,0.0,2021-09-19,47.0,284.08,West Edmonton Mall,Edmonton,Alberta,Canada,Debit Card - Visa,Visa,
4779,104779,Body Care and Hygiene,Body Lotion,1,23.98,12,736,2020-10-14,4,2020-10-14,Wednesday,October,2020,2020Q4,0,Kyle,Wheeler,Other,50.0,1974-03-14,donnagregory@taylor-tanner.com,001-238-134-0403x639,0.0,921.0,3.0,0.0,2020-01-21,33.0,140.03,Metrocentre,Gateshead,Tyne and Wear,UK,Debit Card - Visa,Visa,
4780,104780,Hair Care,Conditioner,1,26.68,25,426,2023-08-28,9,2023-08-28,Monday,August,2023,2023Q3,0,Jamie,Gray,Other,29.0,1996-02-02,jose27@boyd.com,+1-926-175-3926x893,0.0,1516.0,7.0,0.0,2022-08-30,6.0,467.49,Lenox Square,Atlanta,Georgia,US,Apple Pay,,
4781,104781,Skin Care,Lip Balm,4,29.03,2,323,2024-10-19,2,2024-10-19,Saturday,October,2024,2024Q4,1,Stuart,Williams,Other,55.0,1969-10-22,rachel22@yahoo.com,425-707-9531,0.0,491.0,9.0,1.0,2023-11-23,30.0,490.13,The Galleria,Houston,Texas,US,Credit Card - MasterCard,MasterCard,
4782,104782,Body Care and Hygiene,Hand Sanitizer,1,28.14,36,834,2020-08-25,1,2020-08-25,Tuesday,August,2020,2020Q3,0,Anthony,Oconnor,Other,28.0,1996-09-14,april80@harris-powell.org,278.661.8537,0.0,1211.0,3.0,1.0,2021-05-28,27.0,221.81,The Mall at Short Hills,Short Hills,New Jersey,US,Credit Card - Visa,Visa,
4783,104783,Oral Care,Mouthwash,1,14.09,42,581,2024-06-13,9,2024-06-13,Thursday,June,2024,2024Q2,0,Alexander,Hays,Male,65.0,1959-10-16,deannaandrews@yahoo.com,+1-436-237-6525x7947,1.0,963.0,9.0,0.0,2020-07-10,3.0,37.28,Brookfield Place,New York,New York,US,Apple Pay,,
4784,104784,Hair Care,Shampoo,1,30.47,37,332,2024-10-15,4,2024-10-15,Tuesday,October,2024,2024Q4,0,Christopher,Carter,Male,40.0,1984-07-17,karen18@lee.info,+1-219-867-8730x693,1.0,510.0,10.0,1.0,2023-04-03,46.0,330.65,Bloor-Yorkville,Toronto,Ontario,Canada,Debit Card - Visa,Visa,
4785,104785,Skin Care,Sunscreen,3,57.93,51,450,2020-03-11,3,2020-03-11,Wednesday,March,2020,2020Q1,0,Madison,Kelley,Male,35.0,1989-12-12,simschristopher@dixon.com,+1-836-025-4582,0.0,649.0,6.0,0.0,2021-10-28,13.0,425.54,CambridgeSide,Cambridge,Massachusetts,US,Credit Card - AMEX,AMEX,
4786,104786,Body Care and Hygiene,Body Lotion,1,8.79,18,175,2021-01-20,7,2021-01-20,Wednesday,January,2021,2021Q1,0,April,Banks,Male,42.0,1982-03-03,smithchristopher@rose-lewis.info,+1-265-475-2088,1.0,1405.0,2.0,1.0,2022-03-20,47.0,6.89,Arndale Centre,Manchester,Greater Manchester,UK,Cash,,
4787,104787,Oral Care,Toothpaste,4,5.97,53,824,2023-05-14,8,2023-05-14,Sunday,May,2023,2023Q2,1,Melissa,Copeland,Male,43.0,1981-03-11,victor08@hotmail.com,+1-894-522-4886x1817,0.0,1072.0,5.0,0.0,2024-09-04,26.0,95.03,SouthPark,Charlotte,North Carolina,US,BNPL (Buy Now, Pay Later),
4788,104788,Hair Care,Conditioner,3,39.29,4,488,2021-05-13,3,2021-05-13,Thursday,May,2021,2021Q2,0,Matthew,Thomas,Female,23.0,2001-07-12,nsmith@smith-reid.com,886.895.2250x76893,1.0,160.0,1.0,1.0,2024-09-06,48.0,210.74,Trafford Centre,Manchester,England,UK,Credit Card - AMEX,AMEX,
4789,104789,Skin Care,Moisturizer,1,92.05,34,546,2021-11-06,2,2021-11-06,Saturday,November,2021,2021Q4,1,Nathaniel,Murillo,Female,41.0,1983-05-27,amber29@gilmore.info,(153)637-0984,0.0,495.0,3.0,0.0,2023-04-16,42.0,129.01,The Shops at Columbus Circle,New York,New York,US,Credit Card - MasterCard,MasterCard,
4790,104790,Hair Care,Conditioner,4,6.13,14,952,2022-07-16,7,2022-07-16,Saturday,July,2022,2022Q3,1,Nancy,Morgan,Female,46.0,1978-08-02,charlesbarron@edwards.org,835-556-9751,0.0,187.0,10.0,0.0,2020-12-22,9.0,463.77,Westfield Stratford City,London,England,UK,Cash,,
4791,104791,Skin Care,Face Wash,1,36.71,48,959,2021-08-12,10,2021-08-12,Thursday,August,2021,2021Q3,0,Colin,Ford,Other,63.0,1961-06-04,lhall@smith-weiss.com,857.681.8181,1.0,1061.0,1.0,0.0,2022-10-05,21.0,353.96,Santa Monica Place,Santa Monica,California,US,Google Pay,,
4792,104792,Body Care and Hygiene,Hand Sanitizer,1,11.37,10,60,2023-11-18,4,2023-11-18,Saturday,November,2023,2023Q4,1,Tiffany,Martinez,Male,52.0,1972-03-27,christopher25@williams.com,811-894-5283x2770,1.0,587.0,8.0,1.0,2023-11-27,19.0,415.09,South Coast Plaza,Costa Mesa,California,US,Debit Card - Visa,Visa,
4793,104793,Skin Care,Moisturizer,2,58.11,12,173,2023-12-30,5,2023-12-30,Saturday,December,2023,2023Q4,1,April,Flores,Other,70.0,1954-04-12,sbartlett@gmail.com,(654)844-8699x7686,1.0,1507.0,1.0,1.0,2021-07-17,44.0,6.52,Metrocentre,Gateshead,Tyne and Wear,UK,Debit Card - MasterCard,MasterCard,
4794,104794,Body Care and Hygiene,Deodorant,1,5.08,55,710,2021-02-06,9,2021-02-06,Saturday,February,2021,2021Q1,1,Beth,Christensen,Female,64.0,1960-11-30,tonya21@villanueva.com,+1-479-138-7917x981,0.0,1658.0,6.0,0.0,2022-10-06,43.0,267.15,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Apple Pay,,
4795,104795,Skin Care,Sunscreen,1,22.7,26,406,2022-03-22,1,2022-03-22,Tuesday,March,2022,2022Q1,0,Ronald,Lewis,Other,45.0,1979-09-21,sandrabowman@gmail.com,001-020-797-7271x6269,1.0,1312.0,5.0,0.0,2021-03-12,48.0,38.8,Easton Town Center,Columbus,Ohio,US,Credit Card - Visa,Visa,
4796,104796,Skin Care,Moisturizer,2,85.08,58,427,2024-12-23,3,2024-12-23,Monday,December,2024,2024Q4,0,Tiffany,Pierce,Male,34.0,1990-11-21,kimberly89@gmail.com,024.794.3888x3468,0.0,1788.0,5.0,1.0,2021-10-09,18.0,159.15,Town Center at Boca Raton,Boca Raton,Florida,US,Credit Card - AMEX,AMEX,
4797,104797,Hair Care,Hair Oil,4,36.42,24,71,2024-03-10,10,2024-03-10,Sunday,March,2024,2024Q1,1,Nichole,Weaver,Other,56.0,1969-02-15,russellbrandi@neal.net,+1-174-366-3044,1.0,1192.0,2.0,0.0,2020-10-14,32.0,351.71,The Dubai Mall,Dubai,Dubai,UAE,Google Pay,,
4798,104798,Hair Care,Hair Oil,1,21.89,36,721,2023-08-04,6,2023-08-04,Friday,August,2023,2023Q3,0,Richard,Miller,Male,51.0,1973-06-07,ngillespie@pierce.info,9476763280,0.0,1749.0,1.0,0.0,2021-02-18,14.0,90.09,The Mall at Short Hills,Short Hills,New Jersey,US,PayPal,,
4799,104799,Oral Care,Mouthwash,1,8.05,40,277,2022-11-14,6,2022-11-14,Monday,November,2022,2022Q4,0,David,Sanchez,Male,68.0,1957-01-10,rachelrios@matthews-lawrence.org,603.658.2540x5998,0.0,1118.0,1.0,0.0,2023-06-26,31.0,257.43,Perimeter Mall,Atlanta,Georgia,US,PayPal,,
4800,104800,Oral Care,Toothpaste,4,14.89,58,849,2023-06-06,8,2023-06-06,Tuesday,June,2023,2023Q2,0,Wendy,Chavez,Male,52.0,1972-05-24,uvillarreal@walls.net,(178)280-4658,0.0,667.0,10.0,0.0,2023-05-02,20.0,157.98,Town Center at Boca Raton,Boca Raton,Florida,US,BNPL (Buy Now, Pay Later),
4801,104801,Body Care and Hygiene,Hand Sanitizer,3,18.9,60,458,2024-11-07,8,2024-11-07,Thursday,November,2024,2024Q4,0,Monica,Ramirez,Other,24.0,2000-11-05,jrose@mahoney.net,+1-845-537-6553x10502,1.0,1046.0,10.0,0.0,2020-03-27,39.0,26.74,Stonebriar Centre,Frisco,Texas,US,BNPL (Buy Now, Pay Later),
4802,104802,Body Care and Hygiene,Body Lotion,2,4.46,35,961,2021-09-04,9,2021-09-04,Saturday,September,2021,2021Q3,1,Keith,Hendricks,Male,33.0,1991-12-15,breannaanderson@yahoo.com,+1-828-013-5706,0.0,815.0,5.0,0.0,2022-03-20,7.0,319.99,Bayshore Shopping Centre,Ottawa,Ontario,Canada,Apple Pay,,
4803,104803,Oral Care,Toothpaste,1,19.65,2,314,2023-07-12,8,2023-07-12,Wednesday,July,2023,2023Q3,0,Scott,Thomas,Female,66.0,1958-06-14,jared64@gmail.com,349-187-8328x67366,0.0,1244.0,10.0,1.0,2022-10-11,9.0,343.29,The Galleria,Houston,Texas,US,BNPL (Buy Now, Pay Later),
4804,104804,Hair Care,Hair Oil,4,49.45,8,463,2024-04-12,6,2024-04-12,Friday,April,2024,2024Q2,0,Ethan,Oconnor,Female,43.0,1981-06-20,tyler33@hotmail.com,(892)412-8960x4133,1.0,39.0,10.0,1.0,2024-01-26,3.0,312.5,Bluewater Shopping Centre,Dartford,Kent,UK,PayPal,,
4805,104805,Body Care and Hygiene,Deodorant,4,9.12,13,489,2022-06-22,8,2022-06-22,Wednesday,June,2022,2022Q2,0,Brittany,Hall,Other,70.0,1954-12-22,beckmarcus@perez-snyder.net,071-878-6189x23348,1.0,610.0,3.0,1.0,2023-03-23,1.0,5.01,The Grove,Los Angeles,California,US,BNPL (Buy Now, Pay Later),
4806,104806,Oral Care,Toothpaste,4,19.51,32,763,2020-03-29,6,2020-03-29,Sunday,March,2020,2020Q1,1,Mallory,Ramirez,Male,28.0,1996-12-01,douglasjoshua@hotmail.com,8220541750,0.0,1467.0,10.0,1.0,2021-11-20,39.0,64.87,International Plaza and Bay Street,Tampa,Florida,US,PayPal,,
4807,104807,Body Care and Hygiene,Deodorant,3,17.9,8,19,2021-06-02,1,2021-06-02,Wednesday,June,2021,2021Q2,0,Jeffrey,Snyder,Other,32.0,1992-10-07,alisha35@yahoo.com,+1-405-985-6259x210,0.0,1080.0,9.0,0.0,2021-04-24,43.0,7.6,Bluewater Shopping Centre,Dartford,Kent,UK,Credit Card - Visa,Visa,
4808,104808,Skin Care,Moisturizer,2,92.73,9,164,2022-08-10,9,2022-08-10,Wednesday,August,2022,2022Q3,0,Alexander,Mccormick,Male,34.0,1990-04-10,umalone@hotmail.com,+1-594-515-4598x46872,0.0,1198.0,9.0,1.0,2020-12-08,11.0,463.54,Bullring & Grand Central,Birmingham,West Midlands,UK,Apple Pay,,
4809,104809,Body Care and Hygiene,Body Lotion,1,25.28,23,244,2022-03-14,6,2022-03-14,Monday,March,2022,2022Q1,0,Shane,Morris,Male,52.0,1972-08-30,adam83@yahoo.com,001-369-535-6015,1.0,988.0,5.0,1.0,2023-01-11,30.0,111.36,Palisades Center,West Nyack,New York,US,PayPal,,
4810,104810,Hair Care,Hair Oil,2,28.61,28,284,2021-04-24,7,2021-04-24,Saturday,April,2021,2021Q2,1,Brandon,Estrada,Female,50.0,1975-02-07,debrahill@gmail.com,610.205.2745x1136,1.0,902.0,6.0,0.0,2020-04-20,15.0,294.99,Dolphin Mall,Miami,Florida,US,Cash,,
4811,104811,Hair Care,Hair Oil,3,33.28,45,969,2022-05-23,5,2022-05-23,Monday,May,2022,2022Q2,0,Robert,Skinner,Female,62.0,1962-03-13,paige52@miller.biz,3275017730,0.0,1696.0,8.0,0.0,2022-08-02,47.0,80.45,Westfield Annapolis,Annapolis,Maryland,US,Debit Card - MasterCard,MasterCard,
4812,104812,Body Care and Hygiene,Hand Sanitizer,4,19.36,14,194,2024-08-31,6,2024-08-31,Saturday,August,2024,2024Q3,1,John,Johnson,Other,29.0,1995-05-10,rwilliams@wilson.com,+1-493-908-1918x71272,1.0,1215.0,2.0,1.0,2020-11-22,43.0,490.24,Westfield Stratford City,London,England,UK,PayPal,,
4813,104813,Hair Care,Hair Oil,3,36.03,6,471,2021-11-23,7,2021-11-23,Tuesday,November,2021,2021Q4,0,Jesse,Berger,Other,62.0,1962-11-22,zyoung@hotmail.com,6847266724,0.0,655.0,6.0,1.0,2024-06-15,34.0,421.17,Aventura Mall,Miami,Florida,US,Cash,,
4814,104814,Skin Care,Moisturizer,3,74.13,26,29,2020-08-04,2,2020-08-04,Tuesday,August,2020,2020Q3,0,Robert,Hays,Other,19.0,2005-12-15,wlewis@gmail.com,001-906-536-6215x845,0.0,563.0,8.0,0.0,2022-11-21,40.0,74.96,Easton Town Center,Columbus,Ohio,US,Credit Card - MasterCard,MasterCard,
4815,104815,Skin Care,Moisturizer,3,79.51,23,248,2020-09-26,10,2020-09-26,Saturday,September,2020,2020Q3,1,Thomas,Mason,Male,26.0,1998-06-23,deanperez@hotmail.com,001-199-695-1513,1.0,247.0,10.0,0.0,2020-09-15,6.0,333.41,Palisades Center,West Nyack,New York,US,Google Pay,,
4816,104816,Skin Care,Moisturizer,2,23.21,46,916,2022-05-16,8,2022-05-16,Monday,May,2022,2022Q2,0,David,Olson,Other,60.0,1964-03-08,jessicapeterson@yahoo.com,(339)492-9060x60401,1.0,1358.0,8.0,1.0,2024-02-13,27.0,58.6,Park Meadows,Lone Tree,Colorado,US,BNPL (Buy Now, Pay Later),
4817,104817,Hair Care,Conditioner,4,21.44,13,446,2021-08-20,6,2021-08-20,Friday,August,2021,2021Q3,0,Amy,Stanley,Female,30.0,1994-06-03,mboyle@gmail.com,752.458.5078x5394,0.0,127.0,9.0,1.0,2022-04-12,25.0,435.91,The Grove,Los Angeles,California,US,PayPal,,
4818,104818,Oral Care,Mouthwash,3,15.01,48,141,2022-07-30,4,2022-07-30,Saturday,July,2022,2022Q3,1,Nicholas,Garcia,Other,33.0,1991-11-08,lesterjason@fields.com,(369)646-6935x04489,1.0,1785.0,10.0,0.0,2020-04-17,29.0,363.21,Santa Monica Place,Santa Monica,California,US,Debit Card - Visa,Visa,
4819,104819,Skin Care,Lip Balm,4,54.57,27,90,2023-02-09,9,2023-02-09,Thursday,February,2023,2023Q1,0,Douglas,Cooley,Male,62.0,1962-06-15,elliscindy@hotmail.com,435-896-3756x13833,0.0,1315.0,6.0,0.0,2024-09-19,17.0,151.58,Oakbrook Center,Oak Brook,Illinois,US,Apple Pay,,
4820,104820,Skin Care,Sunscreen,2,29.63,41,590,2023-10-30,9,2023-10-30,Monday,October,2023,2023Q4,0,Beth,Martinez,Female,43.0,1982-02-12,barrettdavid@whitaker.com,+1-194-296-3364x49371,1.0,1346.0,3.0,0.0,2022-06-19,44.0,386.34,Stanford Shopping Center,Palo Alto,California,US,Apple Pay,,
4821,104821,Hair Care,Hair Oil,3,34.63,45,724,2022-03-18,6,2022-03-18,Friday,March,2022,2022Q1,0,Leah,Mcguire,Female,26.0,1998-09-25,kathysantana@doyle.org,492.188.7899x03777,0.0,1046.0,10.0,1.0,2020-06-04,20.0,104.16,Westfield Annapolis,Annapolis,Maryland,US,PayPal,,
4822,104822,Body Care and Hygiene,Hand Sanitizer,2,5.69,59,589,2020-05-15,8,2020-05-15,Friday,May,2020,2020Q2,0,Erik,Marshall,Female,48.0,1976-06-12,barbaracoleman@burns-shaw.info,6685618900,1.0,1151.0,2.0,0.0,2020-04-15,1.0,107.29,The Streets at Southpoint,Durham,North Carolina,US,BNPL (Buy Now, Pay Later),
4823,104823,Hair Care,Shampoo,4,12.95,56,918,2024-10-08,5,2024-10-08,Tuesday,October,2024,2024Q4,0,Michael,Johnson,Male,62.0,1962-11-09,williamsdavid@kim.biz,001-769-939-4442,0.0,1191.0,7.0,0.0,2022-04-20,49.0,125.61,The Mall in Columbia,Columbia,Maryland,US,Debit Card - MasterCard,MasterCard,
4824,104824,Hair Care,Shampoo,2,9.1,36,210,2023-11-27,6,2023-11-27,Monday,November,2023,2023Q4,0,Jennifer,Thornton,Male,63.0,1961-08-14,patricia83@west-flores.biz,3251974558,1.0,1022.0,4.0,0.0,2023-05-26,50.0,352.68,The Mall at Short Hills,Short Hills,New Jersey,US,PayPal,,
4825,104825,Body Care and Hygiene,Body Lotion,4,24.86,32,241,2024-07-11,2,2024-07-11,Thursday,July,2024,2024Q3,0,Victoria,Campbell,Other,59.0,1966-02-02,christine88@duncan.biz,001-831-568-3059x4491,0.0,598.0,6.0,0.0,2024-03-16,6.0,34.24,International Plaza and Bay Street,Tampa,Florida,US,Credit Card - MasterCard,MasterCard,
4826,104826,Body Care and Hygiene,Deodorant,3,21.18,56,978,2021-05-26,1,2021-05-26,Wednesday,May,2021,2021Q2,0,Tara,Adams,Other,35.0,1989-08-17,qfloyd@gmail.com,249-201-6223,0.0,1309.0,2.0,1.0,2023-01-28,31.0,321.2,The Mall in Columbia,Columbia,Maryland,US,Credit Card - Visa,Visa,
4827,104827,Hair Care,Conditioner,3,39.82,36,852,2022-01-27,6,2022-01-27,Thursday,January,2022,2022Q1,0,Matthew,Williams,Male,18.0,2006-12-21,grodriguez@jarvis-harris.net,1208057470,1.0,1298.0,8.0,1.0,2022-08-13,25.0,232.03,The Mall at Short Hills,Short Hills,New Jersey,US,PayPal,,
4828,104828,Skin Care,Moisturizer,1,15.14,50,112,2025-01-21,4,2025-01-21,Tuesday,January,2025,2025Q1,0,Amanda,Webster,Other,44.0,1980-04-14,gmiller@hotmail.com,+1-266-277-1069x0487,1.0,1346.0,10.0,0.0,2021-06-13,11.0,243.42,The Summit,Birmingham,Alabama,US,Debit Card - Visa,Visa,
4829,104829,Body Care and Hygiene,Body Lotion,3,3.88,39,464,2020-10-19,4,2020-10-19,Monday,October,2020,2020Q4,0,Ryan,Miller,Female,45.0,1979-06-08,jamessheri@yahoo.com,001-655-765-8300,0.0,775.0,3.0,1.0,2024-01-24,23.0,94.02,Scottsdale Fashion Square,Scottsdale,Arizona,US,Debit Card - Visa,Visa,
4830,104830,Skin Care,Face Wash,4,69.63,17,769,2025-01-10,8,2025-01-10,Friday,January,2025,2025Q1,0,Dakota,Taylor,Other,24.0,2000-10-31,samanthadelgado@preston.net,(822)563-2601x284,1.0,1098.0,3.0,1.0,2022-06-17,8.0,180.97,Lakeside Shopping Centre,Thurrock,Essex,UK,BNPL (Buy Now, Pay Later),
4831,104831,Hair Care,Conditioner,2,17.02,38,260,2022-01-31,6,2022-01-31,Monday,January,2022,2022Q1,0,Margaret,Wood,Other,61.0,1963-11-12,gmack@green.com,+1-688-120-3260,1.0,970.0,1.0,1.0,2024-09-25,43.0,423.66,The Shops at La Cantera,San Antonio,Texas,US,PayPal,,
4832,104832,Skin Care,Face Wash,2,81.91,25,705,2024-05-04,9,2024-05-04,Saturday,May,2024,2024Q2,1,Lindsay,Decker,Other,51.0,1973-05-10,jamesbarnes@jennings-smith.info,467.577.2664,0.0,957.0,10.0,1.0,2020-02-16,4.0,312.19,Lenox Square,Atlanta,Georgia,US,Apple Pay,,
4833,104833,Hair Care,Hair Oil,1,19.45,30,810,2023-06-04,5,2023-06-04,Sunday,June,2023,2023Q2,1,Jamie,Medina,Other,44.0,1980-07-04,crystalhernandez@adams.org,(578)343-8370x49251,1.0,1589.0,6.0,0.0,2020-06-15,48.0,438.55,Westfield San Francisco Centre,San Francisco,California,US,Debit Card - MasterCard,MasterCard,
4834,104834,Hair Care,Hair Oil,1,22.8,24,692,2025-01-16,7,2025-01-16,Thursday,January,2025,2025Q1,0,Joshua,Powell,Other,58.0,1966-12-16,april84@gmail.com,001-839-168-8445x68742,1.0,901.0,10.0,0.0,2024-08-14,29.0,162.92,The Dubai Mall,Dubai,Dubai,UAE,Cash,,
4835,104835,Hair Care,Shampoo,2,33.08,51,348,2024-10-14,9,2024-10-14,Monday,October,2024,2024Q4,0,Kevin,Ellison,Male,37.0,1987-06-20,jessica69@richardson.org,707-736-1588,0.0,1737.0,9.0,1.0,2023-07-31,10.0,419.24,CambridgeSide,Cambridge,Massachusetts,US,Apple Pay,,
4836,104836,Skin Care,Face Wash,3,48.46,27,276,2024-01-04,3,2024-01-04,Thursday,January,2024,2024Q1,0,Andrew,Valdez,Other,63.0,1961-12-31,joseph16@beard.com,985-278-0055,1.0,782.0,2.0,1.0,2022-03-16,26.0,352.41,Oakbrook Center,Oak Brook,Illinois,US,Credit Card - AMEX,AMEX,
4837,104837,Body Care and Hygiene,Deodorant,2,17.93,3,312,2021-07-12,10,2021-07-12,Monday,July,2021,2021Q3,0,Kelly,Nichols,Female,68.0,1957-02-21,mark22@hotmail.com,376.934.7739x980,0.0,208.0,1.0,1.0,2024-04-14,36.0,259.39,Westfield London,London,England,UK,Google Pay,,
4838,104838,Hair Care,Conditioner,4,12.37,19,899,2020-12-14,9,2020-12-14,Monday,December,2020,2020Q4,0,Darren,Chavez,Other,62.0,1962-06-14,andersonnicholas@gmail.com,001-481-458-0685,1.0,811.0,4.0,0.0,2022-08-10,32.0,276.42,Yorkdale Shopping Centre,Toronto,Ontario,Canada,Apple Pay,,
4839,104839,Body Care and Hygiene,Body Lotion,4,5.41,6,944,2023-10-04,10,2023-10-04,Wednesday,October,2023,2023Q4,0,Ellen,Smith,Male,57.0,1967-10-21,melissacampbell@rasmussen.net,001-278-112-4808x896,0.0,1329.0,1.0,1.0,2021-02-17,22.0,246.29,Aventura Mall,Miami,Florida,US,Google Pay,,
4840,104840,Skin Care,Face Wash,1,63.92,55,418,2023-05-08,9,2023-05-08,Monday,May,2023,2023Q2,0,Scott,Taylor,Male,33.0,1991-06-12,trevor27@davis.com,+1-548-272-5329x5593,0.0,257.0,4.0,0.0,2022-01-14,50.0,58.33,The Galleria at Fort Lauderdale,Fort Lauderdale,Florida,US,Apple Pay,,
